district,block,cluster,code,name,genre
gadag,mundaragi,hirawaddatti,36849,GHPS BUDIHAL,Upper Primary
koppal,kustagi,hanumasagar,20191,	GHPS MADANHAL	,Model Primary
bangalore rural,devanahalli,nalluru,36743,GKHPS Chemachanahalli,Model Primary
bangalore rural,hosakote,jadigenahalli,36091,G ULPS CHATRIPALYA,Lower Primary
dharwad,Hubli-Dharwad urban,HDMC,36622,Telagar Oni,Anganwadi
dharwad,Hubli-Dharwad urban,HDMC,36605,Hebbali agasi-2,Anganwadi
gadag,mundaragi,bidaralli,36818,GHPS MUNDAWAD,Upper Primary
bangalore,south-2,kalasipalya,32437,GKMPS GORIPALYA CORP BUILD,Model Primary
dharwad,Hubli-Dharwad urban,HFWTC,36530,Lidkar Colony,Anganwadi
bangalore rural,hosakote,sulibele,35876,GKHPS KURUBARAHATTI,Upper Primary
bangalore rural,hosakote,nandagudi,36076,G HPS NANDAGUDI,Upper Primary
koppal,kustagi,koradakera,20339,	GLPS PARASAPUR	,Lower Primary
bangalore,north-4,kodigehalli,33207,GKLPS VINAYAKANAGARA,Lower Primary
gadag,mundaragi,kadampur,36821,GLPS DONI DPEP,Model Primary
dharwad,Hubli-Dharwad urban,HDMC,36607,Doragalli-1,Anganwadi
gadag,mundaragi,korlahalli,36870,GHPS SEVALALNAGAR (BIDNAL TANDA),Model Primary
bangalore,bangalore central,Manjunatheshwar circle-7,33997,RAMAKRISHNASEVANAGAR,Model Primary
koppal,kustagi,hiregonnagar,20310,	GLPS VARIKAL	,Lower Primary
bangalore rural,hosakote,kalkunte,36116,G HPS GUNDURU,Upper Primary
gadag,mundaragi,mundaragi east,36881,GHPS KOTEMUNDARAGI,Upper Primary
koppal,kustagi,thavaragera,20236,	GLPS VITTALAPUR	,Lower Primary
koppal,kustagi,bijakal,20293,	GHPS K .BODUR	,Upper Primary
bangalore,bangalore north (yelahanka),agrahara layout,30602,PALANAHALLI,Anganwadi
dharwad,Hubli-Dharwad urban,Madarmaddi,36351,Hugar Oni,Anganwadi
bangalore,bangalore south(banashankari),uttrahalli,30722,MARUTHINAGARA 1,Anganwadi
bangalore,north-1,rajajinagar,33312,GKHPS RAJAJI NAGARA 2ND BLOCK,Upper Primary
koppal,kustagi,hanumanal,36795,LPS URDU TUGGALDONI,Lower Primary
bangalore,bangalore north (yelahanka),mallasandra,31215,MANJUNATHANAGAR 2,Anganwadi
gadag,mundaragi,petalur,36907,GMCS JANTLI SHIRUR,Model Primary
bangalore,bangalore north (yelahanka),agrahara layout,33885,AMRUTHHALLI KENDA  2,Anganwadi
bangalore rural,hosakote,nelavagilu,35928,G HPS THARABAHALLI,Upper Primary
bangalore rural,hosakote,doddanallala,35959,G HPS OROHALLI,Upper Primary
bangalore rural,hosakote,bilanarasapura,36194,	GLKPS Bilanarasapura,Lower Primary
koppal,kustagi,jumalapur,20212,	GLPS RAMPUR.J	,Lower Primary
dharwad,Hubli-Dharwad urban,Purohit Nagar,36543,Tejaswinagar,Anganwadi
koppal,kustagi,chalageri,20136,	GUHPS KALALBANDI	,Upper Primary
bangalore,bangalore north (yelahanka),laggere 4th circle,29630,JALAHALLI 1,Anganwadi
bangalore rural,devanahalli,sadahalli,36755,GKHPS SINGARAHALLI,Model Primary
gadag,mundaragi,bidaralli,36837,GHPS JALAWADAGI,Upper Primary
bijapur,sindagi,devar hipparagi,29210,	GOVT HPS NIVALAKHED	,Upper Primary
bangalore,north-1,chikkabidarakallu,32152,GKHPS MADAVARA,Upper Primary
koppal,kustagi,thavaragera,20228,	G.KANNYA HPS TAWARAGERA	,Upper Primary
bangalore rural,hosakote,jadigenahalli,36091,G ULPS CHATRIPALYA,Lower Primary
bangalore,south-2,kalasipalya,32127,GKMPS CARP LANE,Model Primary
koppal,kustagi,hanumanal,20301,	GHPS KADIVAL	,Upper Primary
bangalore rural,devanahalli,devanahalli,36726,GKLPS  D V M COLONY,Lower Primary
bangalore,north-4,yelehanka old town,32935,GKLPS MYLAPPANAHALLI,Lower Primary
bangalore,north-4,byatarayanapura,32170,GKHPS HEBBAL KEMPAPURA,Upper Primary
bangalore,south-1,sunkadakatte jantha colony,33058,GKLPS JATTIPALYA,Lower Primary
koppal,kustagi,dotihal,20153,	GHPS KYADIGUPPA	,Upper Primary
bangalore,bangalore south(banashankari),k gollahalli,31158,ANCHEPALYA,Anganwadi
bangalore rural,hosakote,bendiganahalli,36185,GHPS E - HOSAHALLI,Upper Primary
bangalore,bangalore north (yelahanka),rajanakunte,33722,SRIRAMANAHALLI,Anganwadi
bangalore rural,hosakote,kalkunte,36109,G HPS NARAYANA KERE,Upper Primary
koppal,kustagi,chalageri,20136,	GUHPS KALALBANDI	,Upper Primary
bangalore,north-3,banaswadi,32507,GKHPS DODDA BANASWADI,Upper Primary
bangalore,south-1,ramohalli,32538,GKLPS CHALLAGATTA,Lower Primary
gadag,mundaragi,shingtalur,36913,GHPS SHINGATALUR,Upper Primary
koppal,kustagi,kustagi,20240,	GGHPS KUSTAGI	,Upper Primary
bangalore,south-1,veerabadra nagara,32928,GKHPS KATHRIGUPPE,Upper Primary
koppal,kustagi,hanumasagar,20181,	GBOYS HPS HANUMASAGAR	,Upper Primary
bangalore,bangalore north (yelahanka),kadugondanahalli,31294,SAMADHANANAGARA,Anganwadi
bangalore rural,hosakote,bendiganahalli,36029,G HPS BENDIGANAHALLI,Upper Primary
bangalore,bangalore north (yelahanka),abbigere,30831,DODDABETTAHALLI,Anganwadi
bangalore rural,hosakote,beguru,35902,G HPS MALLIMAKANAPURA,Upper Primary
koppal,kustagi,nilogal,20168,	GHPS MITTALAKOD	,Upper Primary
bangalore,south-4,channasandra,32059,GKLPS BANDAPURA (CHANNASANDRA),Lower Primary
bangalore rural,hosakote,vagata,36088,G MPS THARABAHALLI,Model Primary
bangalore,north-4,hesarghatta,32383,GKMPS HESARAGHATTA,Model Primary
koppal,kustagi,sanghanal,20258,GHPS HOMMINHAL,Upper Primary
bangalore,north-3,kaval byrasandra,33152,GKLPS SHAMPURA,Lower Primary
bangalore rural,hosakote,doddanhulluru,36195,	GHPS Doddanallurahalli,Upper Primary
dharwad,Hubli-Dharwad urban,Madarmaddi,36308,Hosayallapur,Anganwadi
gadag,mundaragi,meundi,36873,GLPKGS MEUNDI,Lower Primary
koppal,kustagi,menedhal,20256,	GHPS HIREMUKARTINHAL	,Upper Primary
gadag,mundaragi,hirawaddatti,36820,GLPS HIREWADDATTI,Lower Primary
gadag,mundaragi,dambal,36842,GHPS RAMENAHALLI D.S(DAMBAL),Upper Primary
bangalore,bangalore state,yw circle,29650,DAYANANDANAGARA 2,Anganwadi
bangalore,north-2,hebbal,32029,GKMPS HEBBAL,Model Primary
gadag,mundaragi,mundaragi urdu,36895,GHPUS KALAKERI,Lower Primary
bangalore,bangalore north (yelahanka),machohalli,34022,MAHIMANNANA PALYA,Anganwadi
bangalore,south-1,uttara halli,32817,GKHPS VASANTHAPURA,Lower Primary
bangalore,bangalore north (yelahanka),kodigenahalli,34113,SANJAYA GANDHI NAGAR,Anganwadi
bangalore rural,hosakote,nelavagilu,35908,G HPS CHIKKONDAHALLI,Upper Primary
bangalore,south-2,gangondahalli,32004,GULPS ROSHAN NAGAR,Lower Primary
gadag,mundaragi,kadampur,36855,GHPS ATTIKATTI,Upper Primary
bangalore rural,hosakote,thavarekere,35953,G LPS YELACHAMANAHALLI,Lower Primary
bangalore rural,hosakote,doddanallala,35944,G HPS CHIKKANALLALA,Upper Primary
bangalore,north-3,oph road,32606,GKLPS OPH ROAD BLACKPALLI,Lower Primary
gadag,mundaragi,hirawaddatti,36846,GHPS KELUR,Upper Primary
bangalore,bangalore south(banashankari),byrathi,33985,KITTAGANA COLONY,Anganwadi
bangalore,south-3,madivala,32558,GKMPS VENKATAPURA,Model Primary
bangalore,bangalore north (yelahanka),gopalapura,30829,SHAMBHATTARAPALYA,Anganwadi
gadag,mundaragi,petalur,36829,GLPS PETALUR(DPEP),Lower Primary
bangalore rural,hosakote,thavarekere,35952,G LPS ALAGONDANAHALLI,Lower Primary
bangalore,south-4,varanasi,32844,GKHPS GUNDURU,Upper Primary
gadag,mundaragi,mundaragi urdu,36828,GLPUS HAMMIGI,Lower Primary
bangalore,sumangali seva ashrama,kodihalli,34032,ANNASANDRAPALYA 2ND,Anganwadi
koppal,kustagi,hanumasagar,20185,	GHPS KURABAGERI HANUMASAGAR	,Upper Primary
bangalore,south-1,karisandra,32974,GKHPS SARBANDEPALYA,Upper Primary
koppal,kustagi,hanumasagar,20181,	GBOYS HPS HANUMASAGAR	,Upper Primary
bangalore rural,hosakote,shivanapura,36053,G LPS GANJARLAHALLI,Lower Primary
bangalore,south-1,hosakerehalli,32746,GULPS MINAAZ NAGAR,Lower Primary
bangalore rural,hosakote,alappanahalli,36125,G HPS LAKKONDANAHALLI,Upper Primary
bangalore,sumangali seva ashrama,sultanpalya,30978,D J HALLI 3,Anganwadi
bangalore rural,hosakote,beguru,35892,G LPS SONNEBACHANAHALLI,Lower Primary
bangalore rural,hosakote,alappanahalli,36128,G UHPS SHANKANIPURA,Upper Primary
bangalore rural,hosakote,bendiganahalli,36186,GLPS CHEEMASANDRA,Model Primary
bangalore,bangalore south(banashankari),kengeri circle,31135,RACHANAMADU,Anganwadi
gadag,mundaragi,hirawaddatti,36849,GHPS BUDIHAL,Upper Primary
bangalore rural,hosakote,doddagattinabbe,36192,GHPS CG Nabe(chikkagattinabbe),Upper Primary
bangalore,south-1,uttara halli,32819,GKHPS THUREHALLI,Upper Primary
bangalore,anekal,attibele,32224,GKLPS HAROHALLI (ATTIBELE),Lower Primary
bangalore rural,hosakote,nelavagilu,35908,G HPS CHIKKONDAHALLI,Upper Primary
bangalore,north-4,rajanakunte,32780,GKLPS T. AGRAHARA,Lower Primary
koppal,kustagi,bijakal,20273,	GHPS BIJAKAL	,Upper Primary
bangalore,anekal,attibele,32226,GKLPS KODALIPURA,Lower Primary
bangalore rural,devanahalli,sadahalli,36742,GKLPS NAGAMANGALA,Model Primary
bangalore,north-3,vasanthnagar,33145,GUHPS VKO SHIVAJINAGAR,Upper Primary
bangalore,south-1,basavanagudi,32337,GKHPS BASAVANAGUDI,Upper Primary
koppal,kustagi,j.gudadoor,20303,	GMHPS MALAGITTI	,Upper Primary
bangalore,north-4,yelehanka old town,32934,GKLPS MADAPPANAHALLI (RAJANA KUNTE),Lower Primary
gadag,mundaragi,kadampur,36856,GHPGS DONI,Upper Primary
koppal,kustagi,killarhatti,20217,	GHPS AMARAPUR	,Upper Primary
bangalore,north-2,hebbal,32032,GUMPS CHAMUNDINAGAR,Model Primary
yadgiri,shorapur,vajjal,25301,	GOVT LPS CHANNUR TANDA	,Lower Primary
koppal,koppal,kokanapalli,35815,KEREHALLI 2 CENTRE,Anganwadi
bangalore rural,hosakote,bilanarasapura,36194,	GLKPS Bilanarasapura,Lower Primary
bangalore rural,hosakote,jadigenahalli,35966,G HPS JADIGENAHALLI,Upper Primary
bangalore rural,hosakote,beguru,35893,G LPS BAGALURU,Lower Primary
bangalore rural,hosakote,jadigenahalli,35966,G HPS JADIGENAHALLI,Upper Primary
bangalore rural,hosakote,samethanahalli,35979,G LPS NAGANAYAKANA KOTE,Lower Primary
bangalore rural,hosakote,bendiganahalli,36070,GHPS ITTASANDRA,Upper Primary
bangalore rural,hosakote,t agrahara,36241,GHPS BAVAPURA,Upper Primary
bangalore,bangalore state,banashankari,31442,PRAGATI PURA 1,Anganwadi
bangalore rural,hosakote,bilanarasapura,35916,G HPS KORATI,Upper Primary
bangalore rural,hosakote,doddanhulluru,36197,GLPS CHOLAPPANAHALLI,Lower Primary
bangalore rural,devanahalli,devanahalli,36765,GKHPS KORACHARAPALYA,Upper Primary
koppal,kustagi,bijakal,20292,	GLPS TAKKALAKI	,Lower Primary
dharwad,Hubli-Dharwad urban,HFWTC,36512,Indra nagar,Anganwadi
bangalore,bangalore north (yelahanka),bettahalasuru,30871,SUBHASHNAGARA,Anganwadi
bangalore,south-4,marathahalli,32679,GKHPS MUNNEKOLALA,Upper Primary
gadag,mundaragi,shingtalur,36909,GHPGS HAMMIGI,Upper Primary
bangalore rural,hosakote,doddanhulluru,36198,GLPS CHOKKAHALLI,Lower Primary
dharwad,Hubli-Dharwad urban,HDMC,36636,Rasul Pur -1,Anganwadi
dharwad,Hubli-Dharwad urban,Madarmaddi,36321,Chapparband Colony-2,Anganwadi
gadag,mundaragi,mundaragi city west,36878,GHPGS MUNDARAGI,Upper Primary
koppal,kustagi,sanghanal,20267,	GHPS PURA	,Upper Primary
bangalore rural,devanahalli,nalluru,36743,GKHPS Chemachanahalli,Model Primary
bangalore,bangalore north (yelahanka),agrahara layout,31245,AMBEDKAR NAGAR (YELAHANKA),Anganwadi
bangalore rural,hosakote,vagata,36106,G LPS KAMARASANAHALLY,Lower Primary
gadag,mundaragi,mundaragi city west,36878,GHPGS MUNDARAGI,Upper Primary
bangalore,bangalore central,netravathi,30229,N.S.GARDEN,Anganwadi
bangalore,bangalore north (yelahanka),chikkajala,30851,BEGURU,Anganwadi
gadag,mundaragi,kadampur,36854,GHPS KADAMPUR,Upper Primary
bangalore,bangalore north (yelahanka),kodigenahalli,30584,HEBBAL,Anganwadi
gadag,mundaragi,meundi,36872,GHPS HAITAPUR,Upper Primary
koppal,kustagi,kustagi,20246,	GHPS  KRISHNAGIRI COLONY  KUST	,Upper Primary
koppal,kustagi,menedhal,20265,	G URDU LPS HULIYAPUR	,Lower Primary
koppal,kustagi,chalageri,20133,	GHPS JULAKATTI	,Upper Primary
dharwad,Hubli-Dharwad urban,HFWTC,36512,Indra nagar,Anganwadi
bangalore rural,hosakote,nelavagilu,36072,G HPS HINDIGANALA,Upper Primary
gadag,mundaragi,hirawaddatti,36849,GHPS BUDIHAL,Upper Primary
koppal,kustagi,nilogal,20176,	GHPS VAKKANADURGA	,Upper Primary
gadag,mundaragi,meundi,36873,GLPKGS MEUNDI,Lower Primary
bangalore rural,hosakote,devanagundi,36000,G LPS HANDENAHALLI,Lower Primary
bangalore,bangalore state,yashwanthpura,29657,MARIYAPPANAPALYA,Anganwadi
bangalore rural,hosakote,nandagudi,36067,G LPS RALAKUNTE,Lower Primary
gadag,mundaragi,hirawaddatti,36852,GLPGS HAROGERI,Lower Primary
koppal,kustagi,koradakera,20332,	GLPS DONNIGUDDA	,Lower Primary
bangalore rural,hosakote,mugbala,36223,GLPS MYLAPURA,Lower Primary
bangalore rural,hosakote,vagata,36088,G MPS THARABAHALLI,Model Primary
bangalore rural,hosakote,kalkunte,36116,G HPS GUNDURU,Upper Primary
bangalore,south-2,chamarajpet,32134,GUMPS CHAMARAJPET,Model Primary
bangalore,bangalore north (yelahanka),hesaragatta,30728,KUMBARAHALLI,Anganwadi
koppal,kustagi,mudenur,20213,	GLPS RYAVANAKI	,Lower Primary
koppal,kustagi,nilogal,20167,	GLPS KURUBANHAL..M	,Lower Primary
bangalore rural,hosakote,vagata,36102,G LPS DODDADASARAHALLI,Lower Primary
gadag,mundaragi,hirawaddatti,36848,GMCS HIREWADDATTI,Model Primary
koppal,kustagi,mudenur,20206,	GLPS MEGURU	,Lower Primary
gadag,mundaragi,mundaragi east,36881,GHPS KOTEMUNDARAGI,Upper Primary
bangalore rural,hosakote,nelavagilu,35913,G HPS SIDDANAHALLI,Upper Primary
bangalore,bangalore south(banashankari),k gollahalli,33813,HAMPAPURA,Anganwadi
bijapur,sindagi,devar hipparagi,29200,	GOVT. LPKBS WANAHALL  VASTI	,Lower Primary
dharwad,Hubli-Dharwad urban,Purohit Nagar,36536,Lakkamman Halli,Anganwadi
dharwad,Hubli-Dharwad urban,Purohit Nagar,36482,Hattikolla-2,Anganwadi
bangalore rural,hosakote,bilanarasapura,35922,G HPS HEDAKANAHALLI,Upper Primary
bangalore,north-3,kaval byrasandra,33152,GKLPS SHAMPURA,Lower Primary
bangalore,south-2,attiguppe,33079,GKHPS PANTHARAPALYA,Upper Primary
bangalore,bangalore south(banashankari),uttrahalli,36431,CHANSANDRA,Anganwadi
koppal,kustagi,j.gudadoor,20302,	GLPS KONAPUR	,Lower Primary
bangalore,sumangali seva ashrama,sultanpalya,30359,KEMPEGOWDA COLONY,Anganwadi
bangalore,north-1,laggere,32656,GKHPS LAKSHMIDEVINAGAR,Upper Primary
bangalore,north-2,hebbal,32034,GKMPS NAGASHETTYHALLI,Model Primary
bangalore rural,hosakote,jadigenahalli,35970,G LPS GOVINDAPURA,Lower Primary
bangalore rural,hosakote,sulibele,35883,GKHPS YANAGUNTE,Upper Primary
gadag,mundaragi,mundaragi rural,36886,GHPS ASHAKIRAN( KAKKUR TANDE),Upper Primary
bangalore,north-3,kaval byrasandra,33161,GUMPS KG HALLI,Model Primary
bangalore,bangalore state,palace guttalli circle,29613,MATADAHALLI 1,Anganwadi
bangalore,south-4,k r puram,32499,GUHPS K.R. PURAM,Upper Primary
bangalore,north-2,hebbal,32024,GKHPS CHOLANAYAKANAHALLI (HEBBAL),Upper Primary
koppal,kustagi,bijakal,20276,	GHPS GONAL.K	,Upper Primary
bangalore,bangalore state,banashankari,31105,SARBANDEPALYA 2,Anganwadi
bangalore,bangalore south(banashankari),uttrahalli,31401,AGARA,Anganwadi
bangalore rural,hosakote,bilanarasapura,35922,G HPS HEDAKANAHALLI,Upper Primary
koppal,kustagi,j.gudadoor,20180,	GHPS GUDADUR KAL	,Upper Primary
bangalore,bangalore north (yelahanka),agrahara layout,33850,AGRAHARA,Anganwadi
koppal,kustagi,hiregonnagar,20299,	GHPS HIREGONNAGAR	,Upper Primary
bangalore,south-2,chamarajpet,32125,GKHPS OLD FORT,Upper Primary
bangalore rural,hosakote,shivanapura,36045,G LPS D SHETTYHALLI,Lower Primary
bangalore,bangalore north (yelahanka),kadugondanahalli,33907,ASHOKANAGARA,Anganwadi
koppal,kustagi,hanumasagar,20191,	GHPS MADANHAL	,Model Primary
bangalore,sumangali seva ashrama,dodda banaswadi,30311,CHELEKERE,Anganwadi
gadag,mundaragi,kalakeri,36865,GHPS VENKATESHNAGAR,Upper Primary
bangalore rural,hosakote,thavarekere,35953,G LPS YELACHAMANAHALLI,Lower Primary
gadag,mundaragi,meundi,36872,GHPS HAITAPUR,Upper Primary
bangalore,north-1,laggere,32653,GKHPS RAJIV GANDHI NAGARA,Model Primary
bangalore,sumangali seva ashrama,sultanpalya,36594,MUSLIM COLONY,Anganwadi
koppal,kustagi,j.gudadoor,20300,	GHPS JAGEERGUDADUR	,Upper Primary
koppal,kustagi,j.gudadoor,20307,	GHPS PARAMANAHATTI	,Upper Primary
bangalore,bangalore north (yelahanka),hreohalli,31038,ANJANNAGAR,Anganwadi
bangalore,bangalore north (yelahanka),kodigenahalli,34113,SANJAYA GANDHI NAGAR,Anganwadi
bangalore rural,hosakote,alappanahalli,36122,G HPS HASIGALA,Upper Primary
koppal,kustagi,jumalapur,20211,	GHPS NANDAPUR	,Upper Primary
koppal,kustagi,hiregonnagar,20296,	GLPS GADACHINTI	,Lower Primary
bangalore,bangalore north (yelahanka),kodigenahalli,31292,ASHWATH NAGARA,Anganwadi
bijapur,sindagi,devar hipparagi,29200,	GOVT. LPKBS WANAHALL  VASTI	,Lower Primary
dharwad,Hubli-Dharwad urban,HDMC,36604,Hebbali agasi-1,Anganwadi
bangalore rural,hosakote,jadigenahalli,35971,G HPS KOLATHURU,Upper Primary
gadag,mundaragi,bagewadi,36834,GHPS BAGEWADI,Upper Primary
bangalore,bangalore north (yelahanka),baglur,31493,GOPAL PURA 1,Anganwadi
bangalore rural,hosakote,bilanarasapura,35926,G LPS AGASARAHALLI,Lower Primary
bangalore rural,hosakote,hosakote town,36016,G LPS AMBEDKER NAGARA,Lower Primary
koppal,kustagi,menedhal,20251,	GLPS CHIKKATAMMINHAL	,Lower Primary
koppal,kustagi,dotihal,20159,	GLPS TONASHIHAL TANDA	,Lower Primary
gadag,mundaragi,bidaralli,36818,GHPS MUNDAWAD,Upper Primary
koppal,kustagi,killarhatti,20221,	GHPS KALAMALLI	,Upper Primary
bangalore rural,hosakote,doddanhulluru,36203,GHPS DASARAHALLI,Upper Primary
bangalore,bangalore central,kuvempunagar 4th circle,31202,HOSSAHALLI,Anganwadi
bangalore rural,hosakote,jadigenahalli,35969,G HPS KB HOSAHALLI,Lower Primary
koppal,kustagi,bijakal,20284,GLPS	MAN KALAKERI	,Lower Primary
bangalore rural,hosakote,nelavagilu,35910,G LPS AREHALLI,Lower Primary
bangalore,north-2,jalahalli,32166,GULPS SUBEDARPALYA,Lower Primary
bangalore rural,hosakote,alappanahalli,36134,G LPS MUGALIPURA,Lower Primary
bangalore,bangalore north (yelahanka),kodigenahalli,31005,SANJEEVINAGAR 1,Anganwadi
gadag,mundaragi,mundaragi urdu,36895,GHPUS KALAKERI,Lower Primary
koppal,kustagi,koradakera,20328,	GLPS BENCHAMATTI	,Lower Primary
bangalore rural,hosakote,nelavagilu,36073,G UHPS HINIDGANALA,Upper Primary
bangalore rural,hosakote,jadigenahalli,35966,G HPS JADIGENAHALLI,Upper Primary
bangalore,bangalore north (yelahanka),rajanakunte,33725,J.P.N. COLONY,Anganwadi
gadag,mundaragi,kadampur,36862,GHPS SHIVAJINAGAR(SHINGAT.KERI,Upper Primary
bellary,bellary west,bandihatti bellary,3169,GLPS    JANEKUNTE THANDA (W),Lower Primary
bangalore rural,hosakote,nelavagilu,35908,G HPS CHIKKONDAHALLI,Upper Primary
bangalore rural,hosakote,hosakote town,36017,G ULPS V.V. EXTN,Lower Primary
bangalore,north-3,j c nagar,32312,GKHPS MUNIREDDY PALIYA,Upper Primary
gadag,mundaragi,mundaragi urdu,36894,GHPUBS MUNDARAGI,Upper Primary
bangalore rural,hosakote,beguru,35888,G HPS E. MUTHASANDRA,Upper Primary
koppal,kustagi,menedhal,20264,GHPS MENADAL	,Upper Primary
bangalore rural,hosakote,nelavagilu,35913,G HPS SIDDANAHALLI,Upper Primary
bangalore rural,hosakote,beguru,35893,G LPS BAGALURU,Lower Primary
bangalore rural,hosakote,jadigenahalli,36297,GKHPS KATTIGENAHALLI,Upper Primary
koppal,kustagi,chalageri,20127,	GMHPS CHALAGERA	,Upper Primary
bangalore rural,hosakote,nandagudi,36086,G LPS NADUVINAPURA,Lower Primary
bangalore,anekal taluk,haragadde,31375,HONNAKALASAPURA,Anganwadi
koppal,kustagi,hanumasagar,20181,	GBOYS HPS HANUMASAGAR	,Upper Primary
bangalore rural,hosakote,bendiganahalli,36186,GLPS CHEEMASANDRA,Model Primary
bangalore,south-3,hongasandra,32650,GUMPS BOMMANAHALLI,Model Primary
bangalore rural,hosakote,devanagundi,35994,G HPS DEVANAGUNDI,Upper Primary
bangalore,north-4,agrahara layout,33212,GKLPS BELLAHALLI,Lower Primary
koppal,kustagi,chalageri,20136,	GUHPS KALALBANDI	,Upper Primary
bangalore rural,hosakote,thavarekere,35953,G LPS YELACHAMANAHALLI,Lower Primary
bangalore,bangalore central,Manjunatheshwar circle-7,30988,GOPALAPURA  2,Anganwadi
dharwad,Hubli-Dharwad urban,HFWTC,36301,Siddarameshwarnagar,Anganwadi
bangalore,sumangali seva ashrama,dodda banaswadi,29614,DODDABANASWADI,Anganwadi
koppal,kustagi,mudenur,20198,	GLPS  BANNATTI	,Lower Primary
gadag,mundaragi,dambal,36843,GHPGS DAMBAL,Upper Primary
gadag,mundaragi,mundaragi city west,36876,GLPS BYALAWADAGI(MUNDARAGI),Lower Primary
koppal,kustagi,dotihal,20153,	GHPS KYADIGUPPA	,Upper Primary
bangalore,north-4,rajanakunte,32781,GKLPS THIMMASANDRA (RAJANA KUNTE),Lower Primary
bangalore rural,hosakote,hosakote town,36248,G KGKMS TOWN,Model Primary
gadag,mundaragi,bagewadi,36831,GHPGS BAGEWADI,Upper Primary
gadag,mundaragi,bagewadi,36835,GHPS MALLIKARJUNAPURA,Upper Primary
koppal,kustagi,killarhatti,20223,	GHPS KIDADUR	,Upper Primary
koppal,kustagi,jumalapur,20201,	GLPS IDLAPUR	,Lower Primary
bangalore,sumangali seva ashrama,sultanpalya,30298,BHUVANESHWARI SLUM,Anganwadi
bangalore rural,hosakote,vagata,36105,G HPS HONACHANAHALLI,Upper Primary
gadag,mundaragi,petalur,36901,GHPS HALLIGUDI,Upper Primary
bangalore,anekal taluk,ballur,29691,BIDARGERE,Anganwadi
bangalore rural,hosakote,bilanarasapura,36194,	GLKPS Bilanarasapura,Lower Primary
bangalore,south-4,k r puram,32502,GKLPS DEVASANDRA,Lower Primary
bangalore,bangalore south(banashankari),uttrahalli,31486,VAJARAHALLI(UTTRAHALLI),Anganwadi
bangalore,bangalore north (yelahanka),kodigenahalli,36343,MANNARAYANAPALYA,Anganwadi
bangalore,north-4,kodigehalli,33205,GKMPS SANJEEVINI NAGAR,Model Primary
bangalore,bangalore central,netravathi,36493,CHIKKA PETE,Anganwadi
koppal,kustagi,hanumasagar,20318,	GHPS KABBARAGI	,Upper Primary
gadag,mundaragi,bidaralli,36818,GHPS MUNDAWAD,Upper Primary
bangalore rural,hosakote,beguru,35891,G HPS BEGURU,Upper Primary
bangalore,bangalore north (yelahanka),sondekoppa,31209,SIDDANA HOSAHALLI,Anganwadi
bangalore,south-1,ramasandra,32543,GKLPS KENCHANAPURA,Lower Primary
gadag,mundaragi,kadampur,36854,GHPS KADAMPUR,Upper Primary
bangalore,south-4,marathahalli,32681,GKHPS ASHWATH NAGAR,Upper Primary
dharwad,Hubli-Dharwad urban,Madarmaddi,36379,Basti Oni,Anganwadi
